     Extent, Source Data,hemisphere
13.569, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1980/r-19801212__n07_v1.1_n.bin'],north
13.685, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1980/nd/19801214--n07_v1.1_n.bin'],north
13.91, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1980/nt_19801216__n07_v1.1_n.bin'],north
13.762, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1980/arc/19801218__n07_v1.1_n.bin'],north
13.697, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1980/nt_19801220_n07_v1.1_n.bin'],north
13.779, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1980/nt_19801222--n07_v1.1_n.bin'],north
13.798, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1980/arc/19801224-n07_v1.1_n.bin'],north
14, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1980/st_19801226-n07_v1.1_n.bin'],north
14.172, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1980/nt_19801228--n07_v1.1_n.bin'],north
14.093, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1980/r-19801230_n07_v1.1_n.bin'],north
14.256, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/nt_19810101_n07_v1.1_n.bin'],north
14.456, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/r-19810103--n07_v1.1_n.bin'],north
14.435, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/arc/19810105__n07_v1.1_n.bin'],north
14.689, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/d/19810107_n07_v1.1_n.bin'],north
14.619, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/s-19810109_n07_v1.1_n.bin'],north
14.69, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/nd/19810111--n07_v1.1_n.bin'],north
14.649, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/n__19810113-n07_v1.1_n.bin'],north
14.748, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/st_19810115__n07_v1.1_n.bin'],north
14.998, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/nt_19810117_n07_v1.1_n.bin'],north
15.066, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/nd/19810119__n07_v1.1_n.bin'],north
15.055, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/r-19810121__n07_v1.1_n.bin'],north
15.17, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/s-19810123_n07_v1.1_n.bin'],north
15.244, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/nd/19810125_n07_v1.1_n.bin'],north
15.35, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/st_19810127-n07_v1.1_n.bin'],north
15.503, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/st_19810129-n07_v1.1_n.bin'],north
15.627, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/st_19810131-n07_v1.1_n.bin'],north
15.646, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/s-19810202--n07_v1.1_n.bin'],north
15.663, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/d/19810204_n07_v1.1_n.bin'],north
15.629, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/arc/19810206-n07_v1.1_n.bin'],north
15.541, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/n__19810208_n07_v1.1_n.bin'],north
15.44, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/arc/19810210_n07_v1.1_n.bin'],north
15.474, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/nt_19810212-n07_v1.1_n.bin'],north
15.482, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/nd/19810214_n07_v1.1_n.bin'],north
15.575, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/r-19810216-n07_v1.1_n.bin'],north
15.592, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/arc/19810218-n07_v1.1_n.bin'],north
15.731, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/n__19810220__n07_v1.1_n.bin'],north
15.654, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/nt_19810222--n07_v1.1_n.bin'],north
15.706, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/r-19810224-n07_v1.1_n.bin'],north
15.667, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/n__19810226__n07_v1.1_n.bin'],north
15.657, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/s-19810228-n07_v1.1_n.bin'],north
15.628, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/d/19810302--n07_v1.1_n.bin'],north
15.726, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/n__19810304_n07_v1.1_n.bin'],north
15.646, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/s-19810306-n07_v1.1_n.bin'],north
15.644, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/nt_19810308-n07_v1.1_n.bin'],north
15.733, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/r-19810310--n07_v1.1_n.bin'],north
15.657, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/s-19810312__n07_v1.1_n.bin'],north
15.801, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/r-19810314--n07_v1.1_n.bin'],north
15.771, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/nd/19810316_n07_v1.1_n.bin'],north
15.528, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/nt_19810318_n07_v1.1_n.bin'],north
15.621, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/st_19810320--n07_v1.1_n.bin'],north
15.535, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/arc/19810322-n07_v1.1_n.bin'],north
15.559, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/n__19810324--n07_v1.1_n.bin'],north
15.626, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/n__19810326--n07_v1.1_n.bin'],north
15.517, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/nt_19810328-n07_v1.1_n.bin'],north
15.481, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/nd/19810330-n07_v1.1_n.bin'],north
15.44, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/s-19810401-n07_v1.1_n.bin'],north
15.221, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/st_19810403-n07_v1.1_n.bin'],north
15.224, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/arc/19810405_n07_v1.1_n.bin'],north
15.242, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/arc/19810407_n07_v1.1_n.bin'],north
15.202, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/n__19810409--n07_v1.1_n.bin'],north
15.135, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/s-19810411_n07_v1.1_n.bin'],north
15.11, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/st_19810413_n07_v1.1_n.bin'],north
15.086, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/nt_19810415__n07_v1.1_n.bin'],north
14.983, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/d/19810417_n07_v1.1_n.bin'],north
14.95, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/r-19810419--n07_v1.1_n.bin'],north
14.92, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/arc/19810421_n07_v1.1_n.bin'],north
14.844, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/nt_19810423--n07_v1.1_n.bin'],north
14.714, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/r-19810425--n07_v1.1_n.bin'],north
14.564, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/nt_19810427--n07_v1.1_n.bin'],north
14.514, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/d/19810429-n07_v1.1_n.bin'],north
14.272, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/d/19810501--n07_v1.1_n.bin'],north
14.285, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/d/19810503--n07_v1.1_n.bin'],north
14.249, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/nd/19810505-n07_v1.1_n.bin'],north
14.077, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/nd/19810507__n07_v1.1_n.bin'],north
14.083, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/r-19810509--n07_v1.1_n.bin'],north
14.072, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/nt_19810511__n07_v1.1_n.bin'],north
14.025, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/nd/19810513__n07_v1.1_n.bin'],north
13.928, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/n__19810515__n07_v1.1_n.bin'],north
13.843, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/d/19810517-n07_v1.1_n.bin'],north
13.752, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/d/19810519--n07_v1.1_n.bin'],north
13.568, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/arc/19810521_n07_v1.1_n.bin'],north
13.464, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/d/19810523--n07_v1.1_n.bin'],north
13.378, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/r-19810525_n07_v1.1_n.bin'],north
13.333, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/nd/19810527_n07_v1.1_n.bin'],north
13.275, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/nt_19810529_n07_v1.1_n.bin'],north
13.222, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/nd/19810531_n07_v1.1_n.bin'],north
13.059, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/nd/19810602-n07_v1.1_n.bin'],north
13.002, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/r-19810604__n07_v1.1_n.bin'],north
12.954, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/s-19810606--n07_v1.1_n.bin'],north
12.863, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/st_19810608-n07_v1.1_n.bin'],north
12.721, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/st_19810610_n07_v1.1_n.bin'],north
12.652, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/r-19810612-n07_v1.1_n.bin'],north
12.487, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/arc/19810614_n07_v1.1_n.bin'],north
12.465, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/nt_19810616--n07_v1.1_n.bin'],north
12.364, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/n__19810618-n07_v1.1_n.bin'],north
12.216, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/s-19810620_n07_v1.1_n.bin'],north
12.064, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/arc/19810622--n07_v1.1_n.bin'],north
12.003, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/s-19810624--n07_v1.1_n.bin'],north
12.013, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/d/19810626_n07_v1.1_n.bin'],north
11.796, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/r-19810628_n07_v1.1_n.bin'],north
11.787, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/d/19810630__n07_v1.1_n.bin'],north
11.428, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/d/19810702_n07_v1.1_n.bin'],north
11.33, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/arc/19810704__n07_v1.1_n.bin'],north
11.181, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/arc/19810706-n07_v1.1_n.bin'],north
11.022, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/d/19810708__n07_v1.1_n.bin'],north
10.894, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/r-19810710__n07_v1.1_n.bin'],north
10.691, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/st_19810712--n07_v1.1_n.bin'],north
10.643, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/nt_19810714_n07_v1.1_n.bin'],north
10.354, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/d/19810716--n07_v1.1_n.bin'],north
10.127, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/st_19810718--n07_v1.1_n.bin'],north
9.826, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/nt_19810720--n07_v1.1_n.bin'],north
9.788, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/r-19810722-n07_v1.1_n.bin'],north
9.538, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/nd/19810724-n07_v1.1_n.bin'],north
9.22, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/n__19810726__n07_v1.1_n.bin'],north
9.106, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/arc/19810728-n07_v1.1_n.bin'],north
8.917, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/arc/19810730-n07_v1.1_n.bin'],north
8.733, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/arc/19810801--n07_v1.1_n.bin'],north
8.587, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/r-19810803--n07_v1.1_n.bin'],north
8.326, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/d/19810805__n07_v1.1_n.bin'],north
8.176, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/s-19810807-n07_v1.1_n.bin'],north
8, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/n__19810809-n07_v1.1_n.bin'],north
7.917, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/d/19810811-n07_v1.1_n.bin'],north
7.883, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/d/19810813--n07_v1.1_n.bin'],north
7.804, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/d/19810815--n07_v1.1_n.bin'],north
7.724, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/st_19810817__n07_v1.1_n.bin'],north
7.667, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/n__19810819-n07_v1.1_n.bin'],north
7.593, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/st_19810821-n07_v1.1_n.bin'],north
7.53, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/s-19810823__n07_v1.1_n.bin'],north
7.495, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/nt_19810825_n07_v1.1_n.bin'],north
7.408, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/nd/19810827-n07_v1.1_n.bin'],north
7.296, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/s-19810829-n07_v1.1_n.bin'],north
7.37, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/d/19810831_n07_v1.1_n.bin'],north
7.203, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/nd/19810902-n07_v1.1_n.bin'],north
7.162, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/s-19810904-n07_v1.1_n.bin'],north
6.992, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/arc/19810906-n07_v1.1_n.bin'],north
7.046, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/nd/19810908--n07_v1.1_n.bin'],north
6.902, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/nt_19810910__n07_v1.1_n.bin'],north
6.904, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/st_19810912--n07_v1.1_n.bin'],north
6.952, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/r-19810914-n07_v1.1_n.bin'],north
6.951, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/s-19810916__n07_v1.1_n.bin'],north
7.002, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/nt_19810918__n07_v1.1_n.bin'],north
7.053, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/r-19810920--n07_v1.1_n.bin'],north
7.231, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/d/19810922_n07_v1.1_n.bin'],north
7.261, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/arc/19810924_n07_v1.1_n.bin'],north
7.303, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/s-19810926--n07_v1.1_n.bin'],north
7.489, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/s-19810928-n07_v1.1_n.bin'],north
7.626, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/arc/19810930-n07_v1.1_n.bin'],north
7.987, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/d/19811002-n07_v1.1_n.bin'],north
8.087, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/s-19811004_n07_v1.1_n.bin'],north
8.151, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/n__19811006-n07_v1.1_n.bin'],north
8.354, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/nt_19811008__n07_v1.1_n.bin'],north
8.416, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/nd/19811010__n07_v1.1_n.bin'],north
8.63, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/d/19811012__n07_v1.1_n.bin'],north
8.904, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/s-19811014-n07_v1.1_n.bin'],north
9.037, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/r-19811016--n07_v1.1_n.bin'],north
9.062, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/r-19811018--n07_v1.1_n.bin'],north
9.134, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/r-19811020--n07_v1.1_n.bin'],north
9.096, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/north/daily/1981/d/19811022__n07_v1.1_n.bin'],north
