     Extent, Source Data,hemisphere
13.342, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/nt_19850613-n07_v1.1_s.bin'],south
13.586, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/s-19850615_n07_v1.1_s.bin'],south
13.797, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/arc/19850617-n07_v1.1_s.bin'],south
13.926, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/arc/19850619__n07_v1.1_s.bin'],south
13.983, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/n__19850621_n07_v1.1_s.bin'],south
14.17, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/n__19850623__n07_v1.1_s.bin'],south
14.249, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/d/19850625--n07_v1.1_s.bin'],south
14.555, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/st_19850627__n07_v1.1_s.bin'],south
14.802, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/arc/19850629--n07_v1.1_s.bin'],south
14.935, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/nd/19850701-n07_v1.1_s.bin'],south
15.048, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/st_19850703--n07_v1.1_s.bin'],south
15.291, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/st_19850705--n07_v1.1_s.bin'],south
15.365, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/nd/19850707--n07_v1.1_s.bin'],south
15.398, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/n__19850709_n07_v1.1_s.bin'],south
15.54, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/s-19850711__n07_v1.1_s.bin'],south
15.732, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/st_19850713__n07_v1.1_s.bin'],south
15.817, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/d/19850715__n07_v1.1_s.bin'],south
15.744, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/s-19850717__n07_v1.1_s.bin'],south
15.788, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/nt_19850719-n07_v1.1_s.bin'],south
16.006, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/nt_19850721__n07_v1.1_s.bin'],south
16.187, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/nd/19850723--n07_v1.1_s.bin'],south
16.207, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/arc/19850725--n07_v1.1_s.bin'],south
16.181, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/s-19850727_n07_v1.1_s.bin'],south
16.057, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/arc/19850729-n07_v1.1_s.bin'],south
16.239, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/r-19850731_n07_v1.1_s.bin'],south
16.359, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/st_19850802-n07_v1.1_s.bin'],south
16.679, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/nd/19850804-n07_v1.1_s.bin'],south
16.898, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/nt_19850806_n07_v1.1_s.bin'],south
17.081, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/st_19850808_n07_v1.1_s.bin'],south
17.278, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/s-19850810_n07_v1.1_s.bin'],south
17.382, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/s-19850812_n07_v1.1_s.bin'],south
17.542, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/nd/19850814_n07_v1.1_s.bin'],south
17.708, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/nd/19850816-n07_v1.1_s.bin'],south
17.883, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/s-19850818_n07_v1.1_s.bin'],south
18.042, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/d/19850820__n07_v1.1_s.bin'],south
18.018, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/r-19850822-n07_v1.1_s.bin'],south
18.178, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/d/19850824--n07_v1.1_s.bin'],south
18.419, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/s-19850826--n07_v1.1_s.bin'],south
18.374, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/n__19850828--n07_v1.1_s.bin'],south
18.642, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/s-19850830--n07_v1.1_s.bin'],south
18.614, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/s-19850901-n07_v1.1_s.bin'],south
18.725, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/nd/19850903_n07_v1.1_s.bin'],south
18.745, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/nd/19850905_n07_v1.1_s.bin'],south
18.783, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/st_19850907_n07_v1.1_s.bin'],south
18.868, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/n__19850909--n07_v1.1_s.bin'],south
18.931, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/s-19850911--n07_v1.1_s.bin'],south
18.909, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/arc/19850913_n07_v1.1_s.bin'],south
18.753, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/n__19850915--n07_v1.1_s.bin'],south
18.744, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/r-19850917-n07_v1.1_s.bin'],south
18.643, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/st_19850919--n07_v1.1_s.bin'],south
18.579, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/n__19850921--n07_v1.1_s.bin'],south
18.599, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/st_19850923--n07_v1.1_s.bin'],south
18.535, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/s-19850925_n07_v1.1_s.bin'],south
18.587, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/r-19850927_n07_v1.1_s.bin'],south
18.533, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/nd/19850929--n07_v1.1_s.bin'],south
18.581, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/nd/19851001-n07_v1.1_s.bin'],south
18.701, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/nd/19851003--n07_v1.1_s.bin'],south
18.523, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/nd/19851005-n07_v1.1_s.bin'],south
18.596, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/nt_19851007_n07_v1.1_s.bin'],south
18.476, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/st_19851009_n07_v1.1_s.bin'],south
18.481, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/d/19851011_n07_v1.1_s.bin'],south
18.368, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/nd/19851013--n07_v1.1_s.bin'],south
18.263, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/arc/19851015__n07_v1.1_s.bin'],south
18.114, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/arc/19851017-n07_v1.1_s.bin'],south
18.07, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/arc/19851019_n07_v1.1_s.bin'],south
18.133, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/nd/19851021_n07_v1.1_s.bin'],south
17.98, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/s-19851023_n07_v1.1_s.bin'],south
17.9, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/d/19851025--n07_v1.1_s.bin'],south
17.815, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/nt_19851027--n07_v1.1_s.bin'],south
17.607, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/arc/19851029--n07_v1.1_s.bin'],south
17.663, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/st_19851031_n07_v1.1_s.bin'],south
17.417, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/n__19851102--n07_v1.1_s.bin'],south
17.238, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/nd/19851104_n07_v1.1_s.bin'],south
17.125, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/n__19851106__n07_v1.1_s.bin'],south
16.999, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/nd/19851108-n07_v1.1_s.bin'],south
16.789, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/nt_19851110_n07_v1.1_s.bin'],south
16.592, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/d/19851112-n07_v1.1_s.bin'],south
16.343, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/arc/19851114__n07_v1.1_s.bin'],south
16.173, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/d/19851116__n07_v1.1_s.bin'],south
16.062, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/nd/19851118--n07_v1.1_s.bin'],south
15.881, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/nt_19851120--n07_v1.1_s.bin'],south
15.585, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/arc/19851122-n07_v1.1_s.bin'],south
15.404, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/nd/19851124__n07_v1.1_s.bin'],south
15.115, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/arc/19851126--n07_v1.1_s.bin'],south
14.877, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/st_19851128_n07_v1.1_s.bin'],south
14.503, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/s-19851130_n07_v1.1_s.bin'],south
14.157, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/s-19851202-n07_v1.1_s.bin'],south
13.718, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/nd/19851204-n07_v1.1_s.bin'],south
13.579, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/nd/19851206--n07_v1.1_s.bin'],south
13.223, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/arc/19851208-n07_v1.1_s.bin'],south
12.831, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/r-19851210_n07_v1.1_s.bin'],south
12.529, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/s-19851212_n07_v1.1_s.bin'],south
12.221, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/arc/19851214__n07_v1.1_s.bin'],south
11.796, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/s-19851216--n07_v1.1_s.bin'],south
10.955, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/arc/19851218__n07_v1.1_s.bin'],south
10.306, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/st_19851220_n07_v1.1_s.bin'],south
9.886, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/r-19851222-n07_v1.1_s.bin'],south
9.415, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/s-19851224--n07_v1.1_s.bin'],south
8.907, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/nt_19851226--n07_v1.1_s.bin'],south
8.628, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/nd/19851228_n07_v1.1_s.bin'],south
8.132, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1985/s-19851230__n07_v1.1_s.bin'],south
7.718, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/r-19860101_n07_v1.1_s.bin'],south
7.572, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/nd/19860103-n07_v1.1_s.bin'],south
7.243, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/st_19860105-n07_v1.1_s.bin'],south
6.811, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/st_19860107--n07_v1.1_s.bin'],south
6.28, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/arc/19860109-n07_v1.1_s.bin'],south
6.002, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/arc/19860111--n07_v1.1_s.bin'],south
5.585, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/s-19860113_n07_v1.1_s.bin'],south
5.213, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/r-19860115--n07_v1.1_s.bin'],south
4.931, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/nt_19860117-n07_v1.1_s.bin'],south
4.759, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/n__19860119-n07_v1.1_s.bin'],south
4.524, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/r-19860121__n07_v1.1_s.bin'],south
4.35, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/st_19860123--n07_v1.1_s.bin'],south
4.194, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/arc/19860125_n07_v1.1_s.bin'],south
4.045, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/s-19860127--n07_v1.1_s.bin'],south
3.824, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/d/19860129-n07_v1.1_s.bin'],south
3.705, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/nd/19860131-n07_v1.1_s.bin'],south
3.606, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/nd/19860202-n07_v1.1_s.bin'],south
3.527, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/s-19860204--n07_v1.1_s.bin'],south
3.429, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/s-19860206--n07_v1.1_s.bin'],south
3.319, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/st_19860208--n07_v1.1_s.bin'],south
3.254, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/nt_19860210--n07_v1.1_s.bin'],south
3.233, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/s-19860212-n07_v1.1_s.bin'],south
3.139, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/d/19860214--n07_v1.1_s.bin'],south
3.051, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/r-19860216_n07_v1.1_s.bin'],south
3.106, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/nt_19860218--n07_v1.1_s.bin'],south
3.042, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/n__19860220_n07_v1.1_s.bin'],south
2.993, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/nd/19860222--n07_v1.1_s.bin'],south
3.008, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/r-19860224_n07_v1.1_s.bin'],south
3.01, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/arc/19860226-n07_v1.1_s.bin'],south
2.987, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/n__19860228_n07_v1.1_s.bin'],south
2.981, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/n__19860302__n07_v1.1_s.bin'],south
3.017, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/s-19860304_n07_v1.1_s.bin'],south
2.953, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/d/19860306-n07_v1.1_s.bin'],south
3.044, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/n__19860308--n07_v1.1_s.bin'],south
3.139, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/r-19860310_n07_v1.1_s.bin'],south
3.189, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/d/19860312-n07_v1.1_s.bin'],south
3.404, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/s-19860314--n07_v1.1_s.bin'],south
3.624, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/s-19860316__n07_v1.1_s.bin'],south
3.812, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/arc/19860318__n07_v1.1_s.bin'],south
3.923, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/s-19860320_n07_v1.1_s.bin'],south
4.111, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/s-19860322--n07_v1.1_s.bin'],south
4.353, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/n__19860324_n07_v1.1_s.bin'],south
4.449, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/n__19860326__n07_v1.1_s.bin'],south
4.565, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/n__19860328-n07_v1.1_s.bin'],south
4.912, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/s-19860330__n07_v1.1_s.bin'],south
5.177, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/n__19860401--n07_v1.1_s.bin'],south
5.313, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/nd/19860403-n07_v1.1_s.bin'],south
5.496, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/d/19860405--n07_v1.1_s.bin'],south
5.671, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/d/19860407_n07_v1.1_s.bin'],south
5.891, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/arc/19860409_n07_v1.1_s.bin'],south
6.002, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/n__19860411__n07_v1.1_s.bin'],south
6.149, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/s-19860413_n07_v1.1_s.bin'],south
6.332, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/r-19860415-n07_v1.1_s.bin'],south
6.507, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/st_19860417_n07_v1.1_s.bin'],south
6.645, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/r-19860419-n07_v1.1_s.bin'],south
6.988, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/arc/19860421--n07_v1.1_s.bin'],south
7.105, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1986/s-19860423__n07_v1.1_s.bin'],south
