Date,Dataset,hemisphere,Extent
1978-10-26 00:00:00,nsidc0051,north,10.231
1978-10-28 00:00:00,nsidc0051,north,10.42
1978-10-30 00:00:00,nsidc0051,north,10.557
1978-11-01 00:00:00,nsidc0051,north,10.67
1978-11-03 00:00:00,nsidc0051,north,10.777
1978-11-05 00:00:00,nsidc0051,north,10.968
1978-11-07 00:00:00,nsidc0051,north,11.08
1978-11-09 00:00:00,nsidc0051,north,11.189
1978-11-11 00:00:00,nsidc0051,north,11.314
1978-11-13 00:00:00,nsidc0051,north,11.46
1978-11-15 00:00:00,nsidc0051,north,11.539
1978-11-17 00:00:00,nsidc0051,north,11.696
1978-11-19 00:00:00,nsidc0051,north,11.87
1978-11-21 00:00:00,nsidc0051,north,12.053
1978-11-23 00:00:00,nsidc0051,north,12.274
1978-11-25 00:00:00,nsidc0051,north,12.441
1978-11-27 00:00:00,nsidc0051,north,12.662
1978-11-29 00:00:00,nsidc0051,north,12.684
1978-12-01 00:00:00,nsidc0051,north,12.725
1978-12-03 00:00:00,nsidc0051,north,12.66
1978-12-05 00:00:00,nsidc0051,north,12.785
1978-12-07 00:00:00,nsidc0051,north,13.051
1978-12-09 00:00:00,nsidc0051,north,13.143
1978-12-11 00:00:00,nsidc0051,north,13.437
1978-12-13 00:00:00,nsidc0051,north,13.603
1978-12-15 00:00:00,nsidc0051,north,13.649
1978-12-17 00:00:00,nsidc0051,north,13.807
1978-12-19 00:00:00,nsidc0051,north,13.892
1978-12-21 00:00:00,nsidc0051,north,13.996
1978-12-23 00:00:00,nsidc0051,north,14.189
1978-12-25 00:00:00,nsidc0051,north,14.268
1978-12-27 00:00:00,nsidc0051,north,14.383
1978-12-29 00:00:00,nsidc0051,north,14.5
1978-12-31 00:00:00,nsidc0051,north,14.585
1979-01-02 00:00:00,nsidc0051,north,14.997
1979-01-04 00:00:00,nsidc0051,north,14.922
1979-01-06 00:00:00,nsidc0051,north,14.929
1979-01-08 00:00:00,nsidc0051,north,14.968
1979-01-10 00:00:00,nsidc0051,north,15.19
1979-01-12 00:00:00,nsidc0051,north,15.327
1979-01-14 00:00:00,nsidc0051,north,15.352
1979-01-16 00:00:00,nsidc0051,north,15.5
1979-01-18 00:00:00,nsidc0051,north,15.517
1979-01-20 00:00:00,nsidc0051,north,15.709
1979-01-22 00:00:00,nsidc0051,north,15.679
1979-01-24 00:00:00,nsidc0051,north,15.745
1979-01-26 00:00:00,nsidc0051,north,15.686
1979-01-28 00:00:00,nsidc0051,north,15.777
1979-01-30 00:00:00,nsidc0051,north,15.912
1979-02-01 00:00:00,nsidc0051,north,15.857
1979-02-03 00:00:00,nsidc0051,north,15.839
1979-02-05 00:00:00,nsidc0051,north,15.831
1979-02-07 00:00:00,nsidc0051,north,15.801
1979-02-09 00:00:00,nsidc0051,north,15.99
1979-02-11 00:00:00,nsidc0051,north,16.099
1979-02-13 00:00:00,nsidc0051,north,16.289
1979-02-15 00:00:00,nsidc0051,north,16.323
1979-02-17 00:00:00,nsidc0051,north,16.343
1979-02-19 00:00:00,nsidc0051,north,16.291
1979-02-21 00:00:00,nsidc0051,north,16.26
1979-02-23 00:00:00,nsidc0051,north,16.401
1979-02-25 00:00:00,nsidc0051,north,16.579
1979-02-27 00:00:00,nsidc0051,north,16.551
1979-03-01 00:00:00,nsidc0051,north,16.635
1979-03-03 00:00:00,nsidc0051,north,16.457
1979-03-05 00:00:00,nsidc0051,north,16.568
1979-03-07 00:00:00,nsidc0051,north,16.547
1979-03-09 00:00:00,nsidc0051,north,16.536
1979-03-11 00:00:00,nsidc0051,north,16.513
1979-03-13 00:00:00,nsidc0051,north,16.414
1979-03-15 00:00:00,nsidc0051,north,16.31
1979-03-17 00:00:00,nsidc0051,north,16.467
1979-03-19 00:00:00,nsidc0051,north,16.505
1979-03-21 00:00:00,nsidc0051,north,16.349
1979-03-23 00:00:00,nsidc0051,north,16.279
1979-03-25 00:00:00,nsidc0051,north,16.264
1979-03-27 00:00:00,nsidc0051,north,16.06
1979-03-29 00:00:00,nsidc0051,north,15.763
1979-03-31 00:00:00,nsidc0051,north,15.804
1979-04-02 00:00:00,nsidc0051,north,15.66
1979-04-04 00:00:00,nsidc0051,north,15.641
1979-04-06 00:00:00,nsidc0051,north,15.695
1979-04-08 00:00:00,nsidc0051,north,15.794
1979-04-10 00:00:00,nsidc0051,north,15.761
1979-04-12 00:00:00,nsidc0051,north,15.655
1979-04-14 00:00:00,nsidc0051,north,15.5
1979-04-16 00:00:00,nsidc0051,north,15.454
1979-04-18 00:00:00,nsidc0051,north,15.51
1979-04-20 00:00:00,nsidc0051,north,15.343
1979-04-22 00:00:00,nsidc0051,north,15.255
1979-04-24 00:00:00,nsidc0051,north,15.224
1979-04-26 00:00:00,nsidc0051,north,15.141
1979-04-28 00:00:00,nsidc0051,north,15.108
1979-04-30 00:00:00,nsidc0051,north,14.961
1979-05-02 00:00:00,nsidc0051,north,14.626
1979-05-04 00:00:00,nsidc0051,north,14.498
1979-05-06 00:00:00,nsidc0051,north,14.45
1979-05-08 00:00:00,nsidc0051,north,14.325
1979-05-10 00:00:00,nsidc0051,north,14.149
1979-05-12 00:00:00,nsidc0051,north,14.012
1979-05-14 00:00:00,nsidc0051,north,13.836
1979-05-16 00:00:00,nsidc0051,north,13.862
1979-05-18 00:00:00,nsidc0051,north,13.691
1979-05-20 00:00:00,nsidc0051,north,13.56
1979-05-22 00:00:00,nsidc0051,north,13.529
1979-05-24 00:00:00,nsidc0051,north,13.364
1979-05-26 00:00:00,nsidc0051,north,13.399
1979-05-28 00:00:00,nsidc0051,north,13.292
1979-05-30 00:00:00,nsidc0051,north,13.26
1979-06-01 00:00:00,nsidc0051,north,13.076
1979-06-03 00:00:00,nsidc0051,north,12.977
1979-06-05 00:00:00,nsidc0051,north,12.832
1979-06-07 00:00:00,nsidc0051,north,12.791
1979-06-09 00:00:00,nsidc0051,north,12.854
1979-06-11 00:00:00,nsidc0051,north,12.733
1979-06-13 00:00:00,nsidc0051,north,12.673
1979-06-15 00:00:00,nsidc0051,north,12.548
1979-06-17 00:00:00,nsidc0051,north,12.517
1979-06-19 00:00:00,nsidc0051,north,12.415
1979-06-21 00:00:00,nsidc0051,north,12.373
1979-06-23 00:00:00,nsidc0051,north,12.243
1979-06-25 00:00:00,nsidc0051,north,12.112
1979-06-27 00:00:00,nsidc0051,north,11.977
1979-06-29 00:00:00,nsidc0051,north,11.829
1979-07-01 00:00:00,nsidc0051,north,11.562
1979-07-03 00:00:00,nsidc0051,north,11.363
1979-07-05 00:00:00,nsidc0051,north,11.255
1979-07-07 00:00:00,nsidc0051,north,10.936
1979-07-09 00:00:00,nsidc0051,north,10.793
1979-07-11 00:00:00,nsidc0051,north,10.662
1979-07-13 00:00:00,nsidc0051,north,10.503
1979-07-15 00:00:00,nsidc0051,north,10.401
1979-07-17 00:00:00,nsidc0051,north,10.256
1979-07-19 00:00:00,nsidc0051,north,9.927
1979-07-21 00:00:00,nsidc0051,north,9.919
1979-07-23 00:00:00,nsidc0051,north,9.668
1979-07-25 00:00:00,nsidc0051,north,9.614
1979-07-27 00:00:00,nsidc0051,north,9.556
1979-07-29 00:00:00,nsidc0051,north,9.342
1979-07-31 00:00:00,nsidc0051,north,9.223
1979-08-02 00:00:00,nsidc0051,north,9.0
1979-08-04 00:00:00,nsidc0051,north,8.859
1979-08-06 00:00:00,nsidc0051,north,8.744
1979-08-08 00:00:00,nsidc0051,north,8.61
1979-08-10 00:00:00,nsidc0051,north,8.328
1979-08-12 00:00:00,nsidc0051,north,8.284
1979-08-14 00:00:00,nsidc0051,north,8.138
1979-08-16 00:00:00,nsidc0051,north,7.971
1979-08-18 00:00:00,nsidc0051,north,7.811
1979-08-20 00:00:00,nsidc0051,north,7.659
1979-08-22 00:00:00,nsidc0051,north,7.566
1979-08-24 00:00:00,nsidc0051,north,7.577
1979-08-26 00:00:00,nsidc0051,north,7.421
1979-08-28 00:00:00,nsidc0051,north,7.364
1979-08-30 00:00:00,nsidc0051,north,7.284
1979-09-01 00:00:00,nsidc0051,north,7.228
1979-09-03 00:00:00,nsidc0051,north,7.147
1979-09-05 00:00:00,nsidc0051,north,7.037
1979-09-07 00:00:00,nsidc0051,north,7.075
1979-09-09 00:00:00,nsidc0051,north,7.092
1979-09-11 00:00:00,nsidc0051,north,6.981
1979-09-13 00:00:00,nsidc0051,north,7.003
1979-09-15 00:00:00,nsidc0051,north,7.007
1979-09-17 00:00:00,nsidc0051,north,7.001
1979-09-19 00:00:00,nsidc0051,north,6.91
1979-09-21 00:00:00,nsidc0051,north,6.895
1979-09-23 00:00:00,nsidc0051,north,7.033
1979-09-25 00:00:00,nsidc0051,north,7.058
1979-09-27 00:00:00,nsidc0051,north,7.127
1979-09-29 00:00:00,nsidc0051,north,7.173
1979-10-01 00:00:00,nsidc0051,north,7.404
1979-10-03 00:00:00,nsidc0051,north,7.534
1979-10-05 00:00:00,nsidc0051,north,7.813
1979-10-07 00:00:00,nsidc0051,north,7.878
1979-10-09 00:00:00,nsidc0051,north,8.115
1979-10-11 00:00:00,nsidc0051,north,8.136
1979-10-13 00:00:00,nsidc0051,north,8.338
1979-10-15 00:00:00,nsidc0051,north,8.57
1979-10-17 00:00:00,nsidc0051,north,8.938
1979-10-19 00:00:00,nsidc0051,north,9.19
1979-10-21 00:00:00,nsidc0051,north,9.295
1979-10-23 00:00:00,nsidc0051,north,9.466
1979-10-25 00:00:00,nsidc0051,north,9.7
1979-10-27 00:00:00,nsidc0051,north,9.869
1979-10-29 00:00:00,nsidc0051,north,9.797
1979-10-31 00:00:00,nsidc0051,north,9.924
1979-11-02 00:00:00,nsidc0051,north,10.144
1979-11-04 00:00:00,nsidc0051,north,10.159
1979-11-06 00:00:00,nsidc0051,north,10.267
1979-11-08 00:00:00,nsidc0051,north,10.27
1979-11-10 00:00:00,nsidc0051,north,10.497
1979-11-12 00:00:00,nsidc0051,north,10.61
1979-11-14 00:00:00,nsidc0051,north,10.8
1979-11-16 00:00:00,nsidc0051,north,10.92
1979-11-18 00:00:00,nsidc0051,north,11.01
1979-11-20 00:00:00,nsidc0051,north,11.157
1979-11-22 00:00:00,nsidc0051,north,11.352
1979-11-24 00:00:00,nsidc0051,north,11.419
1979-11-26 00:00:00,nsidc0051,north,11.581
1979-11-28 00:00:00,nsidc0051,north,11.884
1979-11-30 00:00:00,nsidc0051,north,12.076
1979-12-02 00:00:00,nsidc0051,north,12.39
1979-12-04 00:00:00,nsidc0051,north,12.462
1979-12-06 00:00:00,nsidc0051,north,12.781
1979-12-08 00:00:00,nsidc0051,north,12.991
1979-12-10 00:00:00,nsidc0051,north,13.101
1979-12-12 00:00:00,nsidc0051,north,13.292
1979-12-14 00:00:00,nsidc0051,north,13.268
1979-12-16 00:00:00,nsidc0051,north,13.322
1979-12-18 00:00:00,nsidc0051,north,13.377
1979-12-20 00:00:00,nsidc0051,north,13.541
1979-12-22 00:00:00,nsidc0051,north,13.619
1979-12-24 00:00:00,nsidc0051,north,13.773
1979-12-26 00:00:00,nsidc0051,north,13.934
1979-12-28 00:00:00,nsidc0051,north,14.101
1979-12-30 00:00:00,nsidc0051,north,14.092
1980-01-01 00:00:00,nsidc0051,north,14.2
1980-01-03 00:00:00,nsidc0051,north,14.302
1980-01-05 00:00:00,nsidc0051,north,14.414
1980-01-07 00:00:00,nsidc0051,north,14.518
1980-01-09 00:00:00,nsidc0051,north,14.594
1980-01-11 00:00:00,nsidc0051,north,14.665
1980-01-13 00:00:00,nsidc0051,north,14.771
1980-01-15 00:00:00,nsidc0051,north,14.831
1980-01-17 00:00:00,nsidc0051,north,14.957
1980-01-19 00:00:00,nsidc0051,north,15.12
1980-01-21 00:00:00,nsidc0051,north,15.141
1980-01-23 00:00:00,nsidc0051,north,15.195
1980-01-25 00:00:00,nsidc0051,north,15.209
1980-01-27 00:00:00,nsidc0051,north,15.124
1980-01-29 00:00:00,nsidc0051,north,15.258
1980-01-31 00:00:00,nsidc0051,north,15.491
1980-02-02 00:00:00,nsidc0051,north,15.401
1980-02-04 00:00:00,nsidc0051,north,15.639
1980-02-06 00:00:00,nsidc0051,north,15.76
1980-02-08 00:00:00,nsidc0051,north,15.888
1980-02-10 00:00:00,nsidc0051,north,15.895
1980-02-12 00:00:00,nsidc0051,north,15.97
1980-02-14 00:00:00,nsidc0051,north,16.017
1980-02-16 00:00:00,nsidc0051,north,16.095
1980-02-18 00:00:00,nsidc0051,north,16.095
1980-02-20 00:00:00,nsidc0051,north,16.17
1980-02-22 00:00:00,nsidc0051,north,16.066
1980-02-24 00:00:00,nsidc0051,north,16.087
1980-02-26 00:00:00,nsidc0051,north,16.069
1980-02-28 00:00:00,nsidc0051,north,16.22
1980-03-01 00:00:00,nsidc0051,north,16.157
1980-03-03 00:00:00,nsidc0051,north,16.248
1980-03-05 00:00:00,nsidc0051,north,16.302
1980-03-07 00:00:00,nsidc0051,north,16.289
1980-03-09 00:00:00,nsidc0051,north,16.168
1980-03-11 00:00:00,nsidc0051,north,16.04
1980-03-13 00:00:00,nsidc0051,north,15.966
1980-03-15 00:00:00,nsidc0051,north,15.994
1980-03-17 00:00:00,nsidc0051,north,15.988
1980-03-19 00:00:00,nsidc0051,north,16.005
1980-03-21 00:00:00,nsidc0051,north,15.946
1980-03-23 00:00:00,nsidc0051,north,15.945
1980-03-25 00:00:00,nsidc0051,north,15.923
1980-03-27 00:00:00,nsidc0051,north,15.986
1980-03-29 00:00:00,nsidc0051,north,15.891
1980-03-31 00:00:00,nsidc0051,north,15.813
1980-04-02 00:00:00,nsidc0051,north,15.681
1980-04-04 00:00:00,nsidc0051,north,15.664
1980-04-06 00:00:00,nsidc0051,north,15.707
1980-04-08 00:00:00,nsidc0051,north,15.653
1980-04-10 00:00:00,nsidc0051,north,15.644
1980-04-12 00:00:00,nsidc0051,north,15.652
1980-04-14 00:00:00,nsidc0051,north,15.523
1980-04-16 00:00:00,nsidc0051,north,15.509
1980-04-18 00:00:00,nsidc0051,north,15.39
1980-04-20 00:00:00,nsidc0051,north,15.376
1980-04-22 00:00:00,nsidc0051,north,15.406
1980-04-24 00:00:00,nsidc0051,north,15.259
1980-04-26 00:00:00,nsidc0051,north,15.117
1980-04-28 00:00:00,nsidc0051,north,14.996
1980-04-30 00:00:00,nsidc0051,north,14.859
1980-05-02 00:00:00,nsidc0051,north,14.718
1980-05-04 00:00:00,nsidc0051,north,14.549
1980-05-06 00:00:00,nsidc0051,north,14.412
1980-05-08 00:00:00,nsidc0051,north,14.32
1980-05-10 00:00:00,nsidc0051,north,14.186
1980-05-12 00:00:00,nsidc0051,north,14.011
1980-05-14 00:00:00,nsidc0051,north,13.843
1980-05-16 00:00:00,nsidc0051,north,13.757
1980-05-18 00:00:00,nsidc0051,north,13.672
1980-05-20 00:00:00,nsidc0051,north,13.531
1980-05-22 00:00:00,nsidc0051,north,13.405
1980-05-24 00:00:00,nsidc0051,north,13.34
1980-05-26 00:00:00,nsidc0051,north,13.206
1980-05-28 00:00:00,nsidc0051,north,13.023
1980-05-30 00:00:00,nsidc0051,north,12.916
1980-06-01 00:00:00,nsidc0051,north,12.766
1980-06-03 00:00:00,nsidc0051,north,12.706
1980-06-05 00:00:00,nsidc0051,north,12.614
1980-06-07 00:00:00,nsidc0051,north,12.61
1980-06-09 00:00:00,nsidc0051,north,12.586
1980-06-11 00:00:00,nsidc0051,north,12.468
1980-06-13 00:00:00,nsidc0051,north,12.278
1980-06-15 00:00:00,nsidc0051,north,12.269
1980-06-17 00:00:00,nsidc0051,north,12.13
1980-06-19 00:00:00,nsidc0051,north,12.043
1980-06-21 00:00:00,nsidc0051,north,12.007
1980-06-23 00:00:00,nsidc0051,north,11.842
1980-06-25 00:00:00,nsidc0051,north,11.699
1980-06-27 00:00:00,nsidc0051,north,11.585
1980-06-29 00:00:00,nsidc0051,north,11.466
1980-07-01 00:00:00,nsidc0051,north,11.283
1980-07-03 00:00:00,nsidc0051,north,11.075
1980-07-05 00:00:00,nsidc0051,north,10.983
1980-07-07 00:00:00,nsidc0051,north,10.852
1980-07-09 00:00:00,nsidc0051,north,10.7
1980-07-11 00:00:00,nsidc0051,north,10.575
1980-07-13 00:00:00,nsidc0051,north,10.307
1980-07-15 00:00:00,nsidc0051,north,10.203
1980-07-17 00:00:00,nsidc0051,north,9.946
1980-07-19 00:00:00,nsidc0051,north,9.847
1980-07-21 00:00:00,nsidc0051,north,9.779
1980-07-23 00:00:00,nsidc0051,north,9.594
1980-07-25 00:00:00,nsidc0051,north,9.358
1980-07-27 00:00:00,nsidc0051,north,9.166
1980-07-29 00:00:00,nsidc0051,north,9.065
1980-07-31 00:00:00,nsidc0051,north,8.868
1980-08-02 00:00:00,nsidc0051,north,8.76
1980-08-04 00:00:00,nsidc0051,north,8.611
1980-08-06 00:00:00,nsidc0051,north,8.548
1980-08-08 00:00:00,nsidc0051,north,8.348
1980-08-10 00:00:00,nsidc0051,north,8.202
1980-08-12 00:00:00,nsidc0051,north,8.041
1980-08-14 00:00:00,nsidc0051,north,7.82
1980-08-16 00:00:00,nsidc0051,north,7.765
1980-08-18 00:00:00,nsidc0051,north,7.761
1980-08-20 00:00:00,nsidc0051,north,7.717
1980-08-22 00:00:00,nsidc0051,north,7.758
1980-08-24 00:00:00,nsidc0051,north,7.578
1980-08-26 00:00:00,nsidc0051,north,7.667
1980-08-28 00:00:00,nsidc0051,north,7.588
1980-08-30 00:00:00,nsidc0051,north,7.6
1980-09-01 00:00:00,nsidc0051,north,7.544
1980-09-03 00:00:00,nsidc0051,north,7.555
1980-09-05 00:00:00,nsidc0051,north,7.533
1980-09-07 00:00:00,nsidc0051,north,7.574
1980-09-09 00:00:00,nsidc0051,north,7.56
1980-09-11 00:00:00,nsidc0051,north,7.557
1980-09-13 00:00:00,nsidc0051,north,7.543
1980-09-15 00:00:00,nsidc0051,north,7.602
1980-09-17 00:00:00,nsidc0051,north,7.58
1980-09-19 00:00:00,nsidc0051,north,7.651
1980-09-21 00:00:00,nsidc0051,north,7.686
1980-09-23 00:00:00,nsidc0051,north,7.782
1980-09-25 00:00:00,nsidc0051,north,7.854
1980-09-27 00:00:00,nsidc0051,north,7.966
1980-09-29 00:00:00,nsidc0051,north,8.019
1980-10-01 00:00:00,nsidc0051,north,8.223
1980-10-03 00:00:00,nsidc0051,north,8.213
1980-10-05 00:00:00,nsidc0051,north,8.485
1980-10-07 00:00:00,nsidc0051,north,8.532
1980-10-09 00:00:00,nsidc0051,north,8.809
1980-10-11 00:00:00,nsidc0051,north,8.975
1980-10-13 00:00:00,nsidc0051,north,9.161
1980-10-15 00:00:00,nsidc0051,north,9.218
1980-10-17 00:00:00,nsidc0051,north,9.272
1980-10-19 00:00:00,nsidc0051,north,9.389
1980-10-21 00:00:00,nsidc0051,north,9.468
1980-10-23 00:00:00,nsidc0051,north,9.586
1980-10-25 00:00:00,nsidc0051,north,9.643
1980-10-27 00:00:00,nsidc0051,north,9.841
1980-10-29 00:00:00,nsidc0051,north,9.911
1980-10-31 00:00:00,nsidc0051,north,10.198
1980-11-02 00:00:00,nsidc0051,north,10.42
1980-11-04 00:00:00,nsidc0051,north,10.523
1980-11-06 00:00:00,nsidc0051,north,10.652
1980-11-08 00:00:00,nsidc0051,north,10.789
1980-11-10 00:00:00,nsidc0051,north,10.88
1980-11-12 00:00:00,nsidc0051,north,10.976
1980-11-14 00:00:00,nsidc0051,north,11.087
1980-11-16 00:00:00,nsidc0051,north,11.217
1980-11-18 00:00:00,nsidc0051,north,11.337
1980-11-20 00:00:00,nsidc0051,north,11.628
1980-11-22 00:00:00,nsidc0051,north,11.78
1980-11-24 00:00:00,nsidc0051,north,12.096
1980-11-26 00:00:00,nsidc0051,north,12.256
1980-11-28 00:00:00,nsidc0051,north,12.476
1980-11-30 00:00:00,nsidc0051,north,12.626
1980-12-02 00:00:00,nsidc0051,north,12.643
1980-12-04 00:00:00,nsidc0051,north,13.032
1980-12-06 00:00:00,nsidc0051,north,13.122
1980-12-08 00:00:00,nsidc0051,north,13.298
1980-12-10 00:00:00,nsidc0051,north,13.334
1980-12-12 00:00:00,nsidc0051,north,13.569
1980-12-14 00:00:00,nsidc0051,north,13.685
1980-12-16 00:00:00,nsidc0051,north,13.91
1980-12-18 00:00:00,nsidc0051,north,13.762
1980-12-20 00:00:00,nsidc0051,north,13.697
1980-12-22 00:00:00,nsidc0051,north,13.779
1980-12-24 00:00:00,nsidc0051,north,13.798
1980-12-26 00:00:00,nsidc0051,north,14.0
1980-12-28 00:00:00,nsidc0051,north,14.172
1980-12-30 00:00:00,nsidc0051,north,14.093
1981-01-01 00:00:00,nsidc0051,north,14.256
1981-01-03 00:00:00,nsidc0051,north,14.456
1981-01-05 00:00:00,nsidc0051,north,14.435
1981-01-07 00:00:00,nsidc0051,north,14.689
1981-01-09 00:00:00,nsidc0051,north,14.619
1981-01-11 00:00:00,nsidc0051,north,14.69
1981-01-13 00:00:00,nsidc0051,north,14.649
1981-01-15 00:00:00,nsidc0051,north,14.748
1981-01-17 00:00:00,nsidc0051,north,14.998
1981-01-19 00:00:00,nsidc0051,north,15.066
1981-01-21 00:00:00,nsidc0051,north,15.055
1981-01-23 00:00:00,nsidc0051,north,15.17
1981-01-25 00:00:00,nsidc0051,north,15.244
1981-01-27 00:00:00,nsidc0051,north,15.35
1981-01-29 00:00:00,nsidc0051,north,15.503
1981-01-31 00:00:00,nsidc0051,north,15.627
1981-02-02 00:00:00,nsidc0051,north,15.646
1981-02-04 00:00:00,nsidc0051,north,15.663
1981-02-06 00:00:00,nsidc0051,north,15.629
1981-02-08 00:00:00,nsidc0051,north,15.541
1981-02-10 00:00:00,nsidc0051,north,15.44
1981-02-12 00:00:00,nsidc0051,north,15.474
1981-02-14 00:00:00,nsidc0051,north,15.482
1981-02-16 00:00:00,nsidc0051,north,15.575
1981-02-18 00:00:00,nsidc0051,north,15.592
1981-02-20 00:00:00,nsidc0051,north,15.731
1981-02-22 00:00:00,nsidc0051,north,15.654
1981-02-24 00:00:00,nsidc0051,north,15.706
1981-02-26 00:00:00,nsidc0051,north,15.667
1981-02-28 00:00:00,nsidc0051,north,15.657
1981-03-02 00:00:00,nsidc0051,north,15.628
1981-03-04 00:00:00,nsidc0051,north,15.726
1981-03-06 00:00:00,nsidc0051,north,15.646
1981-03-08 00:00:00,nsidc0051,north,15.644
1981-03-10 00:00:00,nsidc0051,north,15.733
1981-03-12 00:00:00,nsidc0051,north,15.657
1981-03-14 00:00:00,nsidc0051,north,15.801
1981-03-16 00:00:00,nsidc0051,north,15.771
1981-03-18 00:00:00,nsidc0051,north,15.528
1981-03-20 00:00:00,nsidc0051,north,15.621
1981-03-22 00:00:00,nsidc0051,north,15.535
1981-03-24 00:00:00,nsidc0051,north,15.559
1981-03-26 00:00:00,nsidc0051,north,15.626
1981-03-28 00:00:00,nsidc0051,north,15.517
1981-03-30 00:00:00,nsidc0051,north,15.481
1981-04-01 00:00:00,nsidc0051,north,15.44
1981-04-03 00:00:00,nsidc0051,north,15.221
1981-04-05 00:00:00,nsidc0051,north,15.224
1981-04-07 00:00:00,nsidc0051,north,15.242
1981-04-09 00:00:00,nsidc0051,north,15.202
1981-04-11 00:00:00,nsidc0051,north,15.135
1981-04-13 00:00:00,nsidc0051,north,15.11
1981-04-15 00:00:00,nsidc0051,north,15.086
1981-04-17 00:00:00,nsidc0051,north,14.983
1981-04-19 00:00:00,nsidc0051,north,14.95
1981-04-21 00:00:00,nsidc0051,north,14.92
1981-04-23 00:00:00,nsidc0051,north,14.844
1981-04-25 00:00:00,nsidc0051,north,14.714
1981-04-27 00:00:00,nsidc0051,north,14.564
1981-04-29 00:00:00,nsidc0051,north,14.514
1981-05-01 00:00:00,nsidc0051,north,14.272
1981-05-03 00:00:00,nsidc0051,north,14.285
1981-05-05 00:00:00,nsidc0051,north,14.249
1981-05-07 00:00:00,nsidc0051,north,14.077
1981-05-09 00:00:00,nsidc0051,north,14.083
1981-05-11 00:00:00,nsidc0051,north,14.072
1981-05-13 00:00:00,nsidc0051,north,14.025
1981-05-15 00:00:00,nsidc0051,north,13.928
1981-05-17 00:00:00,nsidc0051,north,13.843
1981-05-19 00:00:00,nsidc0051,north,13.752
1981-05-21 00:00:00,nsidc0051,north,13.568
1981-05-23 00:00:00,nsidc0051,north,13.464
1981-05-25 00:00:00,nsidc0051,north,13.378
1981-05-27 00:00:00,nsidc0051,north,13.333
1981-05-29 00:00:00,nsidc0051,north,13.275
1981-05-31 00:00:00,nsidc0051,north,13.222
1981-06-02 00:00:00,nsidc0051,north,13.059
1981-06-04 00:00:00,nsidc0051,north,13.002
1981-06-06 00:00:00,nsidc0051,north,12.954
1981-06-08 00:00:00,nsidc0051,north,12.863
1981-06-10 00:00:00,nsidc0051,north,12.721
1981-06-12 00:00:00,nsidc0051,north,12.652
1981-06-14 00:00:00,nsidc0051,north,12.487
1981-06-16 00:00:00,nsidc0051,north,12.465
1981-06-18 00:00:00,nsidc0051,north,12.364
1981-06-20 00:00:00,nsidc0051,north,12.216
1981-06-22 00:00:00,nsidc0051,north,12.064
1981-06-24 00:00:00,nsidc0051,north,12.003
1981-06-26 00:00:00,nsidc0051,north,12.013
1981-06-28 00:00:00,nsidc0051,north,11.796
1981-06-30 00:00:00,nsidc0051,north,11.787
1981-07-02 00:00:00,nsidc0051,north,11.428
1981-07-04 00:00:00,nsidc0051,north,11.33
1981-07-06 00:00:00,nsidc0051,north,11.181
1981-07-08 00:00:00,nsidc0051,north,11.022
1981-07-10 00:00:00,nsidc0051,north,10.894
1981-07-12 00:00:00,nsidc0051,north,10.691
1981-07-14 00:00:00,nsidc0051,north,10.643
1981-07-16 00:00:00,nsidc0051,north,10.354
1981-07-18 00:00:00,nsidc0051,north,10.127
1981-07-20 00:00:00,nsidc0051,north,9.826
1981-07-22 00:00:00,nsidc0051,north,9.788
1981-07-24 00:00:00,nsidc0051,north,9.538
1981-07-26 00:00:00,nsidc0051,north,9.22
1981-07-28 00:00:00,nsidc0051,north,9.106
1981-07-30 00:00:00,nsidc0051,north,8.917
1981-08-01 00:00:00,nsidc0051,north,8.733
1981-08-03 00:00:00,nsidc0051,north,8.587
1981-08-05 00:00:00,nsidc0051,north,8.326
1981-08-07 00:00:00,nsidc0051,north,8.176
1981-08-09 00:00:00,nsidc0051,north,8.0
1981-08-11 00:00:00,nsidc0051,north,7.917
1981-08-13 00:00:00,nsidc0051,north,7.883
1981-08-15 00:00:00,nsidc0051,north,7.804
1981-08-17 00:00:00,nsidc0051,north,7.724
1981-08-19 00:00:00,nsidc0051,north,7.667
1981-08-21 00:00:00,nsidc0051,north,7.593
1981-08-23 00:00:00,nsidc0051,north,7.53
1981-08-25 00:00:00,nsidc0051,north,7.495
1981-08-27 00:00:00,nsidc0051,north,7.408
1981-08-29 00:00:00,nsidc0051,north,7.296
1981-08-31 00:00:00,nsidc0051,north,7.37
1981-09-02 00:00:00,nsidc0051,north,7.203
1981-09-04 00:00:00,nsidc0051,north,7.162
1981-09-06 00:00:00,nsidc0051,north,6.992
1981-09-08 00:00:00,nsidc0051,north,7.046
1981-09-10 00:00:00,nsidc0051,north,6.902
1981-09-12 00:00:00,nsidc0051,north,6.904
1981-09-14 00:00:00,nsidc0051,north,6.952
1981-09-16 00:00:00,nsidc0051,north,6.951
1981-09-18 00:00:00,nsidc0051,north,7.002
1981-09-20 00:00:00,nsidc0051,north,7.053
1981-09-22 00:00:00,nsidc0051,north,7.231
1981-09-24 00:00:00,nsidc0051,north,7.261
1981-09-26 00:00:00,nsidc0051,north,7.303
1981-09-28 00:00:00,nsidc0051,north,7.489
1981-09-30 00:00:00,nsidc0051,north,7.626
1981-10-02 00:00:00,nsidc0051,north,7.987
